,timestamp,value,second,IsolationForest_Anomaly,KMean_Cluster,KMean_Anomaly,DBSCAN_Anomaly
43,2014-05-14 04:49:00,31.171,1400042940,1,1,0,1
44,2014-05-14 04:54:00,30.835,1400043240,1,1,0,1
45,2014-05-14 04:59:00,34.006,1400043540,1,1,0,1
46,2014-05-14 05:04:00,45.12600000000001,1400043840,1,1,0,1
47,2014-05-14 05:09:00,32.162,1400044140,1,1,0,1
48,2014-05-14 05:14:00,32.514,1400044440,1,1,0,1
49,2014-05-14 05:19:00,31.007,1400044740,1,1,0,1
50,2014-05-14 05:24:00,31.099,1400045040,1,1,0,1
51,2014-05-14 05:29:00,32.67,1400045340,1,1,0,1
52,2014-05-14 05:34:00,30.672,1400045640,1,1,0,1
53,2014-05-14 05:39:00,31.33,1400045940,1,1,0,1
54,2014-05-14 05:44:00,32.277,1400046240,1,1,0,1
55,2014-05-14 05:49:00,30.799,1400046540,1,1,0,1
56,2014-05-14 05:54:00,31.156,1400046840,1,1,0,1
57,2014-05-14 05:59:00,34.148,1400047140,1,1,0,1
58,2014-05-14 06:04:00,44.669,1400047440,1,1,0,1
59,2014-05-14 06:09:00,32.176,1400047740,1,1,0,1
60,2014-05-14 06:14:00,33.629,1400048040,1,1,0,1
61,2014-05-14 06:19:00,31.171,1400048340,1,1,0,1
62,2014-05-14 06:24:00,31.556,1400048640,1,1,0,1
63,2014-05-14 06:29:00,31.965,1400048940,1,1,0,1
64,2014-05-14 06:34:00,31.221,1400049240,1,1,0,1
65,2014-05-14 06:39:00,31.012,1400049540,1,1,0,1
66,2014-05-14 06:44:00,32.176,1400049840,1,1,0,1
67,2014-05-14 06:49:00,31.337,1400050140,1,1,0,1
68,2014-05-14 06:54:00,31.116,1400050440,1,1,0,1
69,2014-05-14 06:59:00,34.392,1400050740,1,1,0,1
70,2014-05-14 07:04:00,44.619,1400051040,1,1,0,1
71,2014-05-14 07:09:00,32.618,1400051340,1,1,0,1
72,2014-05-14 07:14:00,32.212,1400051640,1,1,0,1
73,2014-05-14 07:19:00,30.588,1400051940,1,1,0,1
74,2014-05-14 07:24:00,31.055,1400052240,1,1,0,1
75,2014-05-14 07:29:00,32.333,1400052540,1,1,0,1
76,2014-05-14 07:34:00,31.584,1400052840,1,1,0,1
77,2014-05-14 07:39:00,30.873,1400053140,1,1,0,1
78,2014-05-14 07:44:00,31.661,1400053440,1,1,0,1
79,2014-05-14 07:49:00,31.126,1400053740,1,1,0,1
80,2014-05-14 07:54:00,32.107,1400054040,1,1,0,1
81,2014-05-14 07:59:00,34.29,1400054340,1,1,0,1
82,2014-05-14 08:04:00,45.279,1400054640,1,1,0,1
83,2014-05-14 08:09:00,33.342,1400054940,1,1,0,1
84,2014-05-14 08:14:00,32.206,1400055240,1,1,0,1
85,2014-05-14 08:19:00,31.281,1400055540,1,1,0,1
86,2014-05-14 08:24:00,31.877,1400055840,1,1,0,1
87,2014-05-14 08:29:00,32.158,1400056140,1,1,0,1
88,2014-05-14 08:34:00,29.992,1400056440,1,1,0,1
89,2014-05-14 08:39:00,30.844,1400056740,1,1,0,1
90,2014-05-14 08:44:00,32.819,1400057040,1,1,0,1
91,2014-05-14 08:49:00,31.29,1400057340,1,1,0,1
92,2014-05-14 08:54:00,31.83,1400057640,1,1,0,1
93,2014-05-14 08:59:00,33.349000000000004,1400057940,1,1,0,1
94,2014-05-14 09:04:00,45.502,1400058240,1,1,0,1
95,2014-05-14 09:09:00,32.16,1400058540,1,1,0,1
96,2014-05-14 09:14:00,32.251,1400058840,1,1,0,1
97,2014-05-14 09:19:00,30.946,1400059140,1,1,0,1
98,2014-05-14 09:24:00,31.825,1400059440,1,1,0,1
99,2014-05-14 09:29:00,32.392,1400059740,1,1,0,1
100,2014-05-14 09:34:00,32.28,1400060040,1,1,0,1
101,2014-05-14 09:39:00,30.72300000000001,1400060340,1,1,0,1
102,2014-05-14 09:44:00,32.666,1400060640,1,1,0,1
103,2014-05-14 09:49:00,30.176,1400060940,1,1,0,1
104,2014-05-14 09:54:00,30.954,1400061240,1,1,0,1
105,2014-05-14 09:59:00,34.852,1400061540,1,1,0,1
106,2014-05-14 10:04:00,44.688,1400061840,1,1,0,1
107,2014-05-14 10:09:00,32.009,1400062140,1,1,0,1
108,2014-05-14 10:14:00,32.171,1400062440,1,1,0,1
109,2014-05-14 10:19:00,31.163,1400062740,1,1,0,1
110,2014-05-14 10:24:00,31.329,1400063040,1,1,0,1
111,2014-05-14 10:29:00,32.509,1400063340,1,1,0,1
112,2014-05-14 10:34:00,30.954,1400063640,1,1,0,1
113,2014-05-14 10:39:00,31.17,1400063940,1,1,0,1
114,2014-05-14 10:44:00,32.371,1400064240,1,1,0,1
115,2014-05-14 10:49:00,30.817,1400064540,1,1,0,1
116,2014-05-14 10:54:00,30.845,1400064840,1,1,0,1
117,2014-05-14 10:59:00,34.356,1400065140,1,1,0,1
118,2014-05-14 11:04:00,45.159,1400065440,1,1,0,1
119,2014-05-14 11:09:00,32.178000000000004,1400065740,1,1,0,1
120,2014-05-14 11:14:00,33.103,1400066040,1,1,0,1
121,2014-05-14 11:19:00,32.063,1400066340,1,1,0,1
122,2014-05-14 11:24:00,31.384,1400066640,1,1,0,1
123,2014-05-14 11:29:00,32.165,1400066940,1,1,0,1
124,2014-05-14 11:34:00,30.826,1400067240,1,1,0,1
125,2014-05-14 11:39:00,30.922,1400067540,1,1,0,1
126,2014-05-14 11:44:00,32.548,1400067840,1,1,0,1
127,2014-05-14 11:49:00,30.951,1400068140,1,1,0,1
128,2014-05-14 11:54:00,30.653,1400068440,1,1,0,1
129,2014-05-14 11:59:00,34.39,1400068740,1,1,0,1
130,2014-05-14 12:04:00,45.659,1400069040,1,1,0,1
131,2014-05-14 12:09:00,32.224000000000004,1400069340,1,1,0,1
132,2014-05-14 12:14:00,32.283,1400069640,1,1,0,1
133,2014-05-14 12:19:00,30.938,1400069940,1,1,0,1
134,2014-05-14 12:24:00,30.923,1400070240,1,1,0,1
135,2014-05-14 12:29:00,32.171,1400070540,1,1,0,1
136,2014-05-14 12:34:00,30.951,1400070840,1,1,0,1
137,2014-05-14 12:39:00,31.177,1400071140,1,1,0,1
138,2014-05-14 12:44:00,32.437,1400071440,1,1,0,1
139,2014-05-14 12:49:00,31.932,1400071740,1,1,0,1
140,2014-05-14 12:54:00,32.006,1400072040,1,1,0,1
141,2014-05-14 12:59:00,34.594,1400072340,1,1,0,1
142,2014-05-14 13:04:00,45.219,1400072640,1,1,0,1
143,2014-05-14 13:09:00,35.945,1400072940,1,1,0,1
144,2014-05-14 13:14:00,33.713,1400073240,1,1,0,1
145,2014-05-14 13:19:00,30.825,1400073540,1,1,0,1
146,2014-05-14 13:24:00,31.103,1400073840,1,1,0,1
147,2014-05-14 13:29:00,32.175,1400074140,1,1,0,1
148,2014-05-14 13:34:00,31.057,1400074440,1,1,0,1
149,2014-05-14 13:39:00,31.335,1400074740,1,1,0,1
150,2014-05-14 13:44:00,33.162,1400075040,1,1,0,1
151,2014-05-14 13:49:00,31.909,1400075340,1,1,0,1
152,2014-05-14 13:54:00,30.551,1400075640,1,1,0,1
153,2014-05-14 13:59:00,34.433,1400075940,1,1,0,1
154,2014-05-14 14:04:00,44.505,1400076240,1,1,0,1
155,2014-05-14 14:09:00,45.328,1400076540,1,1,0,1
156,2014-05-14 14:14:00,32.013000000000005,1400076840,1,1,0,1
157,2014-05-14 14:19:00,31.394,1400077140,1,1,0,1
158,2014-05-14 14:24:00,31.734,1400077440,1,1,0,1
159,2014-05-14 14:29:00,33.181,1400077740,1,1,0,1
160,2014-05-14 14:34:00,31.494,1400078040,1,1,0,1
161,2014-05-14 14:39:00,31.66,1400078340,1,1,0,1
162,2014-05-14 14:44:00,32.003,1400078640,1,1,0,1
163,2014-05-14 14:49:00,31.166,1400078940,1,1,0,1
164,2014-05-14 14:54:00,31.669,1400079240,1,1,0,1
165,2014-05-14 14:59:00,32.762,1400079540,1,1,0,1
166,2014-05-14 15:04:00,46.32,1400079840,1,1,0,1
167,2014-05-14 15:09:00,35.429,1400080140,1,1,0,1
168,2014-05-14 15:14:00,32.221,1400080440,1,1,0,1
169,2014-05-14 15:19:00,32.28,1400080740,1,1,0,1
170,2014-05-14 15:24:00,31.222,1400081040,1,1,0,1
171,2014-05-14 15:29:00,32.509,1400081340,1,1,0,1
172,2014-05-14 15:34:00,30.797,1400081640,1,1,0,1
173,2014-05-14 15:39:00,31.581,1400081940,1,1,0,1
174,2014-05-14 15:44:00,32.111999999999995,1400082240,1,1,0,1
175,2014-05-14 15:49:00,31.122,1400082540,1,1,0,1
176,2014-05-14 15:54:00,31.212,1400082840,1,1,0,1
177,2014-05-14 15:59:00,34.734,1400083140,1,1,0,1
178,2014-05-14 16:04:00,44.49,1400083440,1,1,0,1
179,2014-05-14 16:09:00,41.0,1400083740,1,1,0,1
180,2014-05-14 16:14:00,31.496,1400084040,1,1,0,1
181,2014-05-14 16:19:00,31.553,1400084340,1,1,0,1
182,2014-05-14 16:24:00,31.166,1400084640,1,1,0,1
183,2014-05-14 16:29:00,32.455,1400084940,1,1,0,1
184,2014-05-14 16:34:00,30.535,1400085240,1,1,0,1
185,2014-05-14 16:39:00,31.826,1400085540,1,1,0,1
186,2014-05-14 16:44:00,32.312,1400085840,1,1,0,1
187,2014-05-14 16:49:00,30.82,1400086140,1,1,0,1
188,2014-05-14 16:54:00,30.946,1400086440,1,1,0,1
189,2014-05-14 16:59:00,34.171,1400086740,1,1,0,1
190,2014-05-14 17:04:00,45.219,1400087040,1,1,0,1
191,2014-05-14 17:09:00,38.78,1400087340,1,1,0,1
192,2014-05-14 17:14:00,32.613,1400087640,1,1,0,1
193,2014-05-14 17:19:00,31.562,1400087940,1,1,0,1
194,2014-05-14 17:24:00,30.836,1400088240,1,1,0,1
195,2014-05-14 17:29:00,32.211,1400088540,1,1,0,1
196,2014-05-14 17:34:00,30.619,1400088840,1,1,0,1
197,2014-05-14 17:39:00,32.385,1400089140,1,1,0,1
198,2014-05-14 17:44:00,32.828,1400089440,1,1,0,1
199,2014-05-14 17:49:00,31.612,1400089740,1,1,0,1
200,2014-05-14 17:54:00,31.163,1400090040,1,1,0,1
201,2014-05-14 17:59:00,34.643,1400090340,1,1,0,1
202,2014-05-14 18:04:00,44.823,1400090640,1,1,0,1
203,2014-05-14 18:09:00,38.43,1400090940,1,1,0,1
204,2014-05-14 18:14:00,32.661,1400091240,1,1,0,1
205,2014-05-14 18:19:00,31.057,1400091540,1,1,0,1
206,2014-05-14 18:24:00,31.666,1400091840,1,1,0,1
207,2014-05-14 18:29:00,32.361,1400092140,1,1,0,1
208,2014-05-14 18:34:00,31.67,1400092440,1,1,0,1
209,2014-05-14 18:39:00,31.45,1400092740,1,1,0,1
210,2014-05-14 18:44:00,32.817,1400093040,1,1,0,1
211,2014-05-14 18:49:00,31.05,1400093340,1,1,0,1
212,2014-05-14 18:54:00,30.489,1400093640,1,1,0,1
213,2014-05-14 18:59:00,34.646,1400093940,1,1,0,1
214,2014-05-14 19:04:00,45.335,1400094240,1,1,0,1
215,2014-05-14 19:09:00,32.766,1400094540,1,1,0,1
216,2014-05-14 19:14:00,32.998000000000005,1400094840,1,1,0,1
217,2014-05-14 19:19:00,30.88,1400095140,1,1,0,1
218,2014-05-14 19:24:00,32.12,1400095440,1,1,0,1
219,2014-05-14 19:29:00,33.165,1400095740,1,1,0,1
220,2014-05-14 19:34:00,31.006,1400096040,1,1,0,1
221,2014-05-14 19:39:00,30.772,1400096340,1,1,0,1
222,2014-05-14 19:44:00,32.291,1400096640,1,1,0,1
223,2014-05-14 19:49:00,30.951,1400096940,1,1,0,1
224,2014-05-14 19:54:00,30.837,1400097240,1,1,0,1
225,2014-05-14 19:59:00,34.418,1400097540,1,1,0,1
226,2014-05-14 20:04:00,45.667,1400097840,1,1,0,1
227,2014-05-14 20:09:00,39.218,1400098140,1,1,0,1
228,2014-05-14 20:14:00,33.25,1400098440,1,1,0,1
229,2014-05-14 20:19:00,30.663,1400098740,1,1,0,1
230,2014-05-14 20:24:00,31.446,1400099040,1,1,0,1
231,2014-05-14 20:29:00,32.661,1400099340,1,1,0,1
232,2014-05-14 20:34:00,31.344,1400099640,1,1,0,1
233,2014-05-14 20:39:00,31.219,1400099940,1,1,0,1
234,2014-05-14 20:44:00,31.981,1400100240,1,1,0,1
235,2014-05-14 20:49:00,31.341,1400100540,1,1,0,1
236,2014-05-14 20:54:00,30.768,1400100840,1,1,0,1
237,2014-05-14 20:59:00,34.685,1400101140,1,1,0,1
238,2014-05-14 21:04:00,45.887,1400101440,1,1,0,1
239,2014-05-14 21:09:00,46.33600000000001,1400101740,1,1,0,1
240,2014-05-14 21:14:00,73.229,1400102040,-1,4,0,-1
241,2014-05-14 21:19:00,59.539,1400102340,1,1,0,1
242,2014-05-14 21:24:00,30.318,1400102640,1,1,0,1
243,2014-05-14 21:29:00,33.28,1400102940,1,1,0,1
244,2014-05-14 21:34:00,30.737,1400103240,1,1,0,1
245,2014-05-14 21:39:00,31.108,1400103540,1,1,0,1
246,2014-05-14 21:44:00,32.318000000000005,1400103840,1,1,0,1
247,2014-05-14 21:49:00,31.331,1400104140,1,1,0,1
248,2014-05-14 21:54:00,31.118,1400104440,1,1,0,1
249,2014-05-14 21:59:00,35.356,1400104740,1,1,0,1
250,2014-05-14 22:04:00,44.834,1400105040,1,1,0,1
251,2014-05-14 22:09:00,52.944,1400105340,1,1,0,1
252,2014-05-14 22:14:00,32.559,1400105640,1,1,0,1
253,2014-05-14 22:19:00,30.997,1400105940,1,1,0,1
254,2014-05-14 22:24:00,31.496,1400106240,1,1,0,1
255,2014-05-14 22:29:00,32.499,1400106540,1,1,0,1
256,2014-05-14 22:34:00,31.22,1400106840,1,1,0,1
257,2014-05-14 22:39:00,31.797,1400107140,1,1,0,1
258,2014-05-14 22:44:00,32.775,1400107440,1,1,0,1
259,2014-05-14 22:49:00,31.5,1400107740,1,1,0,1
260,2014-05-14 22:54:00,31.154,1400108040,1,1,0,1
261,2014-05-14 22:59:00,34.136,1400108340,1,1,0,1
262,2014-05-14 23:04:00,45.054,1400108640,1,1,0,1
263,2014-05-14 23:09:00,51.543,1400108940,1,1,0,1
264,2014-05-14 23:14:00,32.596,1400109240,1,1,0,1
265,2014-05-14 23:19:00,31.829,1400109540,1,1,0,1
266,2014-05-14 23:24:00,31.333,1400109840,1,1,0,1
267,2014-05-14 23:29:00,32.659,1400110140,1,1,0,1
268,2014-05-14 23:34:00,31.003,1400110440,1,1,0,1
269,2014-05-14 23:39:00,31.054,1400110740,1,1,0,1
270,2014-05-14 23:44:00,32.939,1400111040,1,1,0,1
271,2014-05-14 23:49:00,31.002,1400111340,1,1,0,1
272,2014-05-14 23:54:00,30.548,1400111640,1,1,0,1
273,2014-05-14 23:59:00,33.903,1400111940,1,1,0,1
274,2014-05-15 00:04:00,45.728,1400112240,1,1,0,1
275,2014-05-15 00:09:00,45.33600000000001,1400112540,1,1,0,1
276,2014-05-15 00:14:00,33.727,1400112840,1,1,0,1
277,2014-05-15 00:19:00,31.118,1400113140,1,1,0,1
278,2014-05-15 00:24:00,31.422,1400113440,1,1,0,1
279,2014-05-15 00:29:00,32.702,1400113740,1,1,0,1
280,2014-05-15 00:34:00,31.058000000000003,1400114040,1,1,0,1
281,2014-05-15 00:39:00,31.159,1400114340,1,1,0,1
282,2014-05-15 00:44:00,31.94400000000001,1400114640,1,1,0,1
283,2014-05-15 00:49:00,30.999,1400114940,1,1,0,1
284,2014-05-15 00:54:00,30.994,1400115240,1,1,0,1
285,2014-05-15 00:59:00,34.617,1400115540,1,1,0,1
286,2014-05-15 01:04:00,44.549,1400115840,1,1,0,1
287,2014-05-15 01:09:00,46.977,1400116140,1,1,0,1
288,2014-05-15 01:14:00,31.631,1400116440,1,1,0,1
289,2014-05-15 01:19:00,31.178,1400116740,1,1,0,1
290,2014-05-15 01:24:00,31.994,1400117040,1,1,0,1
291,2014-05-15 01:29:00,31.52,1400117340,1,1,0,1
292,2014-05-15 01:34:00,31.325,1400117640,1,1,0,1
293,2014-05-15 01:39:00,30.619,1400117940,1,1,0,1
294,2014-05-15 01:44:00,32.233000000000004,1400118240,1,1,0,1
295,2014-05-15 01:49:00,30.815,1400118540,1,1,0,1
296,2014-05-15 01:54:00,31.669,1400118840,1,1,0,1
297,2014-05-15 01:59:00,34.379,1400119140,1,1,0,1
298,2014-05-15 02:04:00,45.275,1400119440,1,1,0,1
299,2014-05-15 02:09:00,46.33600000000001,1400119740,1,1,0,1
300,2014-05-15 02:14:00,33.153,1400120040,1,1,0,1
301,2014-05-15 02:19:00,30.99,1400120340,1,1,0,1
302,2014-05-15 02:24:00,30.171,1400120640,1,1,0,1
303,2014-05-15 02:29:00,32.054,1400120940,1,1,0,1
304,2014-05-15 02:34:00,31.122,1400121240,1,1,0,1
305,2014-05-15 02:39:00,31.337,1400121540,1,1,0,1
306,2014-05-15 02:44:00,32.217,1400121840,1,1,0,1
307,2014-05-15 02:49:00,30.959,1400122140,1,1,0,1
308,2014-05-15 02:54:00,30.834,1400122440,1,1,0,1
309,2014-05-15 02:59:00,34.162,1400122740,1,1,0,1
310,2014-05-15 03:04:00,45.164,1400123040,1,1,0,1
311,2014-05-15 03:09:00,45.327,1400123340,1,1,0,1
312,2014-05-15 03:14:00,32.501999999999995,1400123640,1,1,0,1
313,2014-05-15 03:19:00,34.973,1400123940,1,1,0,1
314,2014-05-15 03:24:00,31.362,1400124240,1,1,0,1
315,2014-05-15 03:29:00,33.404,1400124540,1,1,0,1
316,2014-05-15 03:34:00,35.722,1400124840,1,1,0,1
317,2014-05-15 03:39:00,31.95300000000001,1400125140,1,1,0,1
318,2014-05-15 03:44:00,32.831,1400125440,1,1,0,1
319,2014-05-15 03:49:00,32.171,1400125740,1,1,0,1
320,2014-05-15 03:54:00,30.22,1400126040,1,1,0,1
321,2014-05-15 03:59:00,34.107,1400126340,1,1,0,1
322,2014-05-15 04:04:00,45.504,1400126640,1,1,0,1
323,2014-05-15 04:09:00,46.058,1400126940,1,1,0,1
324,2014-05-15 04:14:00,32.714,1400127240,1,1,0,1
325,2014-05-15 04:19:00,30.836,1400127540,1,1,0,1
326,2014-05-15 04:24:00,32.001999999999995,1400127840,1,1,0,1
327,2014-05-15 04:29:00,31.298,1400128140,1,1,0,1
328,2014-05-15 04:34:00,31.66800000000001,1400128440,1,1,0,1
329,2014-05-15 04:39:00,31.221,1400128740,1,1,0,1
330,2014-05-15 04:44:00,32.077,1400129040,1,1,0,1
331,2014-05-15 04:49:00,31.172,1400129340,1,1,0,1
332,2014-05-15 04:54:00,30.717,1400129640,1,1,0,1
333,2014-05-15 04:59:00,33.796,1400129940,1,1,0,1
334,2014-05-15 05:04:00,45.172,1400130240,1,1,0,1
335,2014-05-15 05:09:00,45.99100000000001,1400130540,1,1,0,1
336,2014-05-15 05:14:00,32.718,1400130840,1,1,0,1
337,2014-05-15 05:19:00,31.092,1400131140,1,1,0,1
338,2014-05-15 05:24:00,31.489,1400131440,1,1,0,1
339,2014-05-15 05:29:00,32.99,1400131740,1,1,0,1
340,2014-05-15 05:34:00,30.278,1400132040,1,1,0,1
341,2014-05-15 05:39:00,30.72,1400132340,1,1,0,1
342,2014-05-15 05:44:00,32.328,1400132640,1,1,0,1
343,2014-05-15 05:49:00,31.106,1400132940,1,1,0,1
344,2014-05-15 05:54:00,30.217,1400133240,1,1,0,1
345,2014-05-15 05:59:00,34.331,1400133540,1,1,0,1
346,2014-05-15 06:04:00,45.168,1400133840,1,1,0,1
347,2014-05-15 06:09:00,45.382,1400134140,1,1,0,1
348,2014-05-15 06:14:00,32.849000000000004,1400134440,1,1,0,1
349,2014-05-15 06:19:00,32.151,1400134740,1,1,0,1
350,2014-05-15 06:24:00,30.601,1400135040,1,1,0,1
351,2014-05-15 06:29:00,31.337,1400135340,1,1,0,1
352,2014-05-15 06:34:00,31.20300000000001,1400135640,1,1,0,1
353,2014-05-15 06:39:00,30.823,1400135940,1,1,0,1
354,2014-05-15 06:44:00,32.036,1400136240,1,1,0,1
355,2014-05-15 06:49:00,31.901,1400136540,1,1,0,1
356,2014-05-15 06:54:00,31.891,1400136840,1,1,0,1
357,2014-05-15 06:59:00,33.624,1400137140,1,1,0,1
358,2014-05-15 07:04:00,46.052,1400137440,1,1,0,1
359,2014-05-15 07:09:00,46.284,1400137740,1,1,0,1
360,2014-05-15 07:14:00,32.204,1400138040,1,1,0,1
361,2014-05-15 07:19:00,30.946,1400138340,1,1,0,1
362,2014-05-15 07:24:00,31.988000000000003,1400138640,1,1,0,1
363,2014-05-15 07:29:00,31.388,1400138940,1,1,0,1
364,2014-05-15 07:34:00,31.79,1400139240,1,1,0,1
365,2014-05-15 07:39:00,30.05,1400139540,1,1,0,1
366,2014-05-15 07:44:00,32.216,1400139840,1,1,0,1
367,2014-05-15 07:49:00,30.939,1400140140,1,1,0,1
368,2014-05-15 07:54:00,31.102,1400140440,1,1,0,1
369,2014-05-15 07:59:00,35.181999999999995,1400140740,1,1,0,1
370,2014-05-15 08:04:00,45.0,1400141040,1,1,0,1
371,2014-05-15 08:09:00,46.108,1400141340,1,1,0,1
372,2014-05-15 08:14:00,32.115,1400141640,1,1,0,1
373,2014-05-15 08:19:00,31.054,1400141940,1,1,0,1
374,2014-05-15 08:24:00,31.053,1400142240,1,1,0,1
375,2014-05-15 08:29:00,32.733000000000004,1400142540,1,1,0,1
376,2014-05-15 08:34:00,31.22,1400142840,1,1,0,1
377,2014-05-15 08:39:00,30.879,1400143140,1,1,0,1
378,2014-05-15 08:44:00,32.622,1400143440,1,1,0,1
379,2014-05-15 08:49:00,30.834,1400143740,1,1,0,1
380,2014-05-15 08:54:00,30.493,1400144040,1,1,0,1
381,2014-05-15 08:59:00,33.628,1400144340,1,1,0,1
382,2014-05-15 09:04:00,45.715,1400144640,1,1,0,1
383,2014-05-15 09:09:00,45.609,1400144940,1,1,0,1
384,2014-05-15 09:14:00,32.219,1400145240,1,1,0,1
385,2014-05-15 09:19:00,31.169,1400145540,1,1,0,1
386,2014-05-15 09:24:00,30.992,1400145840,1,1,0,1
387,2014-05-15 09:29:00,33.115,1400146140,1,1,0,1
388,2014-05-15 09:34:00,30.554,1400146440,1,1,0,1
389,2014-05-15 09:39:00,30.95,1400146740,1,1,0,1
390,2014-05-15 09:44:00,33.498000000000005,1400147040,1,1,0,1
391,2014-05-15 09:49:00,30.218000000000004,1400147340,1,1,0,1
392,2014-05-15 09:54:00,31.344,1400147640,1,1,0,1
393,2014-05-15 09:59:00,32.772,1400147940,1,1,0,1
394,2014-05-15 10:04:00,45.385,1400148240,1,1,0,1
395,2014-05-15 10:09:00,58.78100000000001,1400148540,1,1,0,1
396,2014-05-15 10:14:00,31.795,1400148840,1,1,0,1
397,2014-05-15 10:19:00,31.162,1400149140,1,1,0,1
398,2014-05-15 10:24:00,32.064,1400149440,1,1,0,1
399,2014-05-15 10:29:00,31.882,1400149740,1,1,0,1
400,2014-05-15 10:34:00,31.449,1400150040,1,1,0,1
401,2014-05-15 10:39:00,30.619,1400150340,1,1,0,1
402,2014-05-15 10:44:00,32.026,1400150640,1,1,0,1
403,2014-05-15 10:49:00,31.335,1400150940,1,1,0,1
404,2014-05-15 10:54:00,30.672,1400151240,1,1,0,1
405,2014-05-15 10:59:00,34.0,1400151540,1,1,0,1
406,2014-05-15 11:04:00,45.662,1400151840,1,1,0,1
407,2014-05-15 11:09:00,53.103,1400152140,1,1,0,1
408,2014-05-15 11:14:00,32.167,1400152440,1,1,0,1
409,2014-05-15 11:19:00,31.162,1400152740,1,1,0,1
410,2014-05-15 11:24:00,31.94400000000001,1400153040,1,1,0,1
411,2014-05-15 11:29:00,31.879,1400153340,1,1,0,1
412,2014-05-15 11:34:00,31.83,1400153640,1,1,0,1
413,2014-05-15 11:39:00,29.784,1400153940,1,1,0,1
414,2014-05-15 11:44:00,33.22,1400154240,1,1,0,1
415,2014-05-15 11:49:00,31.169,1400154540,1,1,0,1
416,2014-05-15 11:54:00,31.114,1400154840,1,1,0,1
417,2014-05-15 11:59:00,34.142,1400155140,1,1,0,1
418,2014-05-15 12:04:00,44.934,1400155440,1,1,0,1
419,2014-05-15 12:09:00,45.67,1400155740,1,1,0,1
420,2014-05-15 12:14:00,32.169000000000004,1400156040,1,1,0,1
421,2014-05-15 12:19:00,30.775,1400156340,1,1,0,1
422,2014-05-15 12:24:00,31.355,1400156640,1,1,0,1
423,2014-05-15 12:29:00,32.454,1400156940,1,1,0,1
424,2014-05-15 12:34:00,31.166,1400157240,1,1,0,1
425,2014-05-15 12:39:00,30.725,1400157540,1,1,0,1
426,2014-05-15 12:44:00,32.33,1400157840,1,1,0,1
427,2014-05-15 12:49:00,31.391,1400158140,1,1,0,1
428,2014-05-15 12:54:00,31.447,1400158440,1,1,0,1
